App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Last Updated,Current Ver,Android Ver
PhotoDirector Photo Editor App,Photography,4.6,714340,Varies with device,"10,000,000+",Free,0,Everyone,"July 28, 2018",Varies with device,Varies with device
My BF App,Communication,4.1,141,9.9M,"50,000+",Free,0,Everyone,"December 19, 2017",2.0,4.0 and up
Random Love (BF),Entertainment,3.7,3,10M,50+,Free,0,Everyone,"October 4, 2015",1.0.0,2.2 and up
Al-Quran Al-Muallim,Education,4.5,199,266k,"10,000+",Free,0,Everyone,"September 11, 2013",1.0beta,2.2 and up
Flashlight HD LED,Tools,4.3,618918,Varies with device,"50,000,000+",Free,0,Everyone,"July 28, 2018",Varies with device,Varies with device
Instabridge - Free WiFi Passwords and Hotspots,Tools,4.4,211308,Varies with device,"10,000,000+",Free,0,Everyone,"August 2, 2018",Varies with device,4.1 and up
Display Phone Screen On TV,Tools,3.6,9895,2.7M,"1,000,000+",Free,0,Everyone,"February 3, 2017",2.0,4.2 and up
Xperia Link™,Communication,4.1,45487,Varies with device,"10,000,000+",Free,0,Everyone,"October 27, 2016",Varies with device,Varies with device
Southland CU,Finance,3.8,109,2.8M,"10,000+",Free,0,Everyone,"July 20, 2017",1.1,2.3 and up
FREEDOME VPN Unlimited anonymous Wifi Security,Tools,4.3,39833,9.9M,"1,000,000+",Free,0,Everyone,"July 9, 2018",2.5.1.7592,4.0.3 and up
10 WPM Amateur ham radio CW Morse code trainer,Communication,3.5,10,3.8M,100+,Paid,$1.49,Everyone,"May 12, 2018",2.1.4,2.1 and up
German Listening,Education,4.8,18298,8.0M,"500,000+",Free,0,Everyone,"July 23, 2018",2.94,2.3.3 and up
Muscle Trigger Point Anatomy,Medical,4.4,1361,33M,"50,000+",Paid,$2.99,Everyone,"July 17, 2018",2.4.4,4.0.3 and up
EF-myHR,Finance,2.9,26,36M,"1,000+",Free,0,Everyone,"February 21, 2018",1.0.38,4.0 and up
Learn Basic C - For Beginners,Education,4.7,27,772k,"5,000+",Free,0,Everyone,"January 20, 2016",1.0,3.0 and up
8 Ball Pool,Sports,4.5,14201604,52M,"100,000,000+",Free,0,Everyone,"July 31, 2018",4.0.0,4.0.3 and up
S Note,Productivity,4.1,12435,31M,"10,000,000+",Free,0,Everyone,"September 26, 2017",Varies with device,6.0 and up
EZ-Placard - Free Placard Calculator,Tools,2.9,7,2.4M,"1,000+",Free,0,Everyone,"October 26, 2017",2,4.1 and up
TED,Education,4.6,181961,18M,"10,000,000+",Free,0,Everyone 10+,"July 27, 2018",3.2.5,4.1 and up
EJ messenger,Communication,5.0,1,25M,10+,Free,0,Teen,"October 18, 2017",1.0,4.0 and up
DN Calculators,Finance,5.0,12,775k,100+,Free,0,Everyone,"September 5, 2013",1.11,3.0 and up
Meritrust CU Mobile Banking,Finance,4.7,3661,14M,"50,000+",Free,0,Everyone,"June 12, 2018",5.9.1.0,5.0 and up
BH Bikes Premium,Sports,3.0,26,15M,"1,000+",Free,0,Everyone,"May 9, 2017",2.1.1,5.0 and up
PlayStation App,Entertainment,4.2,613059,25M,"50,000,000+",Free,0,Everyone,"July 26, 2018",18.07.0,4.1 and up
Capital One® Mobile,Finance,4.6,510401,79M,"10,000,000+",Free,0,Everyone,"August 1, 2018",5.38.1,5.0 and up
Wi-Fi Visualizer,Tools,3.9,132,2.6M,"50,000+",Free,0,Everyone,"May 17, 2017",0.0.9,2.3 and up
Red Hands – 2-Player Games,Action,4.2,93608,Varies with device,"10,000,000+",Free,0,Everyone,"February 9, 2018",Varies with device,Varies with device
Cb browser,Communication,5.0,5,3.7M,50+,Free,0,Everyone,"April 2, 2018",1.0,4.0 and up
Super Mario Run,Action,3.7,1221896,70M,"100,000,000+",Free,0,Everyone,"July 12, 2018",3.0.11,4.2 and up
IZ2UUF Morse Koch CW,Communication,4.6,649,837k,"50,000+",Free,0,Everyone,"August 8, 2013",1.0.013,2.1 and up
Epocrates Plus,Medical,4.3,23889,Varies with device,"1,000,000+",Free,0,Everyone,"July 10, 2018",Varies with device,4.0 and up
Ad Remove Plugin for App2SD,Productivity,4.1,66,17k,"1,000+",Paid,$1.29,Everyone,"September 25, 2013",1.0.0,2.2 and up
First Credit Union (AZ) Mobile,Finance,3.5,100,11M,"10,000+",Free,0,Everyone,"June 13, 2017",3.0.830,4.0 and up
Můj T-Mobile Business,Productivity,3.7,10490,5.8M,"1,000,000+",Free,0,Everyone,"July 24, 2018",3.1.7,4.1 and up
Morse Machine for Ham Radio,Communication,4.8,341,9.6M,"5,000+",Paid,$0.99,Everyone,"February 20, 2015",iu4,2.0 and up
Skype - free IM & video calls,Communication,4.1,10484169,Varies with device,"1,000,000,000+",Free,0,Everyone,"August 3, 2018",Varies with device,Varies with device
"Prism Pay Bills, Track Money, Personal Finance",Finance,4.6,16961,32M,"500,000+",Free,0,Everyone,"August 4, 2018",2.12.100,4.1 and up
SuperVPN Free VPN Client,Tools,4.3,576454,6.1M,"50,000,000+",Free,0,Everyone,"February 5, 2018",2.0.9,4.0.3 and up
Blood Pressure Monitor,Medical,4.3,17,6.0M,"10,000+",Free,0,Everyone,"February 25, 2017",1.0.1,4.4 and up
J-Stars Victory VS Guide,Action,4.1,609,13M,"10,000+",Free,0,Everyone,"May 14, 2014",1.7,2.2 and up
CT Scan Cross Sectional Anatomy,Medical,4.3,10,46M,100+,Free,0,Everyone,"July 19, 2018",5.0.16,4.1 and up
Louis CK,Entertainment,4.7,244,25M,"10,000+",Free,0,Mature 17+,"October 11, 2017",1.2.0,4.1 and up
Travelmoji,Education,3.9,13,10M,500+,Free,0,Everyone,"June 24, 2016",2.0,4.3 and up
Talking Tom Gold Run,Action,4.6,2698889,78M,"100,000,000+",Free,0,Everyone,"July 31, 2018",2.8.2.59,4.1 and up
FoothillsVet,Medical,5.0,2,29M,50+,Free,0,Everyone,"July 11, 2018",300000.1.11,4.0.3 and up
AT&T Smart Wi-Fi,Tools,3.9,18513,6.1M,"10,000,000+",Free,0,Everyone,"April 26, 2018",3.2,4.1 and up
BT MeetMe with Dolby Voice,Communication,3.6,437,12M,"100,000+",Free,0,Everyone,"July 13, 2018",2.66.5,5.0 and up
Ez iCam,Photography,3.1,7300,46M,"1,000,000+",Free,0,Teen,"January 12, 2018",V4.1.0,5.0 and up
Paint Space AR,Entertainment,3.0,17,32M,"1,000+",Free,0,Everyone,"March 7, 2018",1.1,7.0 and up
"Official QR Code® Reader ""Q""",Productivity,4.4,3031,Varies with device,"500,000+",Free,0,Everyone,"March 23, 2018",Varies with device,Varies with device
Ruler,Tools,4.5,27180,4.1M,"1,000,000+",Free,0,Everyone,"July 6, 2018",3.24,4.1 and up
AppBrain Ad Detector,Tools,3.7,9221,1.7M,"1,000,000+",Free,0,Everyone,"April 12, 2018",2.2.1,4.1 and up
Youper - AI Therapy,Medical,4.6,2006,69M,"50,000+",Free,0,Everyone,"August 3, 2018",6.02.000,6.0 and up
Stickman and Axe,Action,4.4,69,2.8M,"50,000+",Free,0,Teen,"November 25, 2017",1.0,4.0.3 and up
Advanced EX for NISSAN,Tools,2.9,164,144k,"5,000+",Paid,$4.99,Everyone,"March 14, 2015",1.3,1.6 and up
FR Calculator,Education,4.0,7,2.6M,500+,Free,0,Everyone,"June 18, 2017",1.0.0,4.1 and up
CB Outdoors,Education,3.8,5,12M,"1,000+",Free,0,Everyone,"May 30, 2017",1.200,4.0.3 and up
CT Scan Viewer 3D,Medical,4.2,6,29M,"1,000+",Free,0,Everyone,"June 20, 2018",1.0,2.3 and up
Permit Test FL Florida DHSMV,Education,4.7,246,11M,"10,000+",Free,0,Everyone,"October 12, 2017",2.9.0,4.1 and up
Brilliant,Education,4.5,41185,Varies with device,"1,000,000+",Free,0,Everyone,"August 3, 2018",Varies with device,Varies with device
TV Local El Salvador,Entertainment,4.3,323,3.6M,"10,000+",Free,0,Everyone,"May 8, 2018",1,4.0.3 and up
"Candy Camera - selfie, beauty camera, photo editor",Photography,4.4,3368649,Varies with device,"100,000,000+",Free,0,Everyone,"July 16, 2018",4.47,4.0.3 and up
Super Hearing Secret Voices Recorder PRO,Medical,5.0,3,23M,100+,Paid,$2.99,Everyone,"April 20, 2018",1.0,4.1 and up
The green alien dance,Entertainment,3.8,6979,12M,"1,000,000+",Free,0,Everyone,"July 5, 2018",1.03,4.0 and up
Advanced EX for MITSUBISHI,Tools,2.9,33,141k,"1,000+",Paid,$4.99,Everyone,"August 21, 2015",1.1,1.6 and up
POCKET ATLAS OF CT HEAD,Medical,4.3,22,18M,"10,000+",Free,0,Everyone,"March 16, 2018",2.0,4.0.3 and up
EF English Live for phone,Education,3.6,2210,15M,"100,000+",Free,0,Everyone,"July 24, 2018",3.1.0,5.0 and up
Digital Falak,Tools,4.7,3408,15M,"50,000+",Free,0,Everyone,"May 30, 2018",2.1.1,4.1 and up
MLB Ballpark,Sports,3.9,5510,32M,"1,000,000+",Free,0,Everyone,"July 16, 2018",7.3.0,4.2 and up
Wunderlist: To-Do List & Tasks,Productivity,4.6,404610,Varies with device,"10,000,000+",Free,0,Everyone,"April 6, 2018",Varies with device,Varies with device
DH-UFO,Entertainment,5.0,1,59M,100+,Free,0,Everyone,"May 24, 2018",1.0.9,4.4 and up
ASCCP Mobile,Medical,4.5,63,25M,"10,000+",Paid,$9.99,Everyone,"October 3, 2016",2.1.1,2.2 and up
Analog Clock AW Plus-7,Tools,4.2,725,3.0M,"100,000+",Free,0,Everyone,"March 14, 2018",2.0,4.3 and up
Z Camera,Photography,3.8,142,7.7M,"10,000+",Free,0,Everyone,"April 8, 2016",1.8,4.0 and up
AC WIFI,Tools,3.6,41,23M,"10,000+",Free,0,Everyone,"June 3, 2018",1.0.3,2.3 and up
"Sweet Selfie - selfie camera, beauty cam, photo edit",Photography,4.6,1159058,25M,"100,000,000+",Free,0,Everyone,"August 3, 2018",2.73.672,4.0.3 and up
Fo File Manager,Tools,4.5,1916,364k,"100,000+",Free,0,Everyone,"December 31, 2015",1.8.8,2.1 and up
Next Portuguese(BR) Langpack,Tools,4.3,1320,778k,"100,000+",Free,0,Everyone,"September 13, 2013",1.0,2.0 and up
A-Z App Store,Productivity,3.2,2728,4.4M,"500,000+",Free,0,Everyone,"October 5, 2016",1.0.5,4.1 and up
Caller ID & Call Block - DU Caller,Communication,4.6,93930,14M,"5,000,000+",Free,0,Everyone,"August 1, 2018",4.0.8,4.2 and up
Strike! Ten Pin Bowling,Sports,4.2,18584,49M,"5,000,000+",Free,0,Everyone,"June 27, 2018",1.7.0,4.1 and up
My Cancer Coach,Medical,4.3,44,34M,"10,000+",Free,0,Everyone,"April 12, 2018",3.4.0.10,4.0.3 and up
F-Secure SAFE,Tools,4.3,9433,9.3M,"500,000+",Free,0,Everyone,"July 30, 2018",17.4.0014017,5.0 and up
CINEMA.BH,Entertainment,3.9,11,16M,"1,000+",Free,0,Everyone,"January 30, 2018",1.2.2,4.2 and up
Alto's Adventure,Action,4.6,515657,63M,"10,000,000+",Free,0,Everyone,"June 5, 2018",1.7.1,4.0 and up
Crunchyroll - Everything Anime,Entertainment,3.7,310066,Varies with device,"10,000,000+",Free,0,Teen,"March 5, 2018",Varies with device,Varies with device
[verify-U] VideoIdent,Communication,2.9,83,13M,"10,000+",Free,0,Everyone,"April 26, 2018",2.4.0,5.0 and up
My Class Schedule: Timetable,Education,4.1,9348,Varies with device,"1,000,000+",Free,0,Everyone,"June 1, 2016",Varies with device,Varies with device
DC All Access,Entertainment,4.4,12639,96M,"500,000+",Free,0,Teen,"October 17, 2017",3.5,4.1 and up
LINE Camera - Photo editor,Photography,4.3,1517369,Varies with device,"100,000,000+",Free,0,Everyone,"March 6, 2018",Varies with device,Varies with device
Sniper Gun Shot 3D: Impossible Missions,Action,4.6,20,34M,100+,Free,0,Mature 17+,"May 4, 2018",1.0,4.0 and up
My EF,Education,3.3,4114,14M,"100,000+",Free,0,Everyone,"July 10, 2018",3.29,4.2 and up
"Candy selfie - photo editor, live filter camera",Photography,4.4,53421,26M,"10,000,000+",Free,0,Everyone,"August 6, 2018",2.74.685,4.0.3 and up
DV KING 4K,Photography,2.3,3,8.5M,100+,Free,0,Everyone,"July 17, 2018",1.0.10,4.0 and up
Silence Premium Do Not Disturb,Tools,4.5,3356,Varies with device,"10,000+",Paid,$2.95,Everyone,"February 17, 2018",Varies with device,Varies with device
Mini Golf King - Multiplayer Game,Sports,4.5,531458,100M,"5,000,000+",Free,0,Everyone,"July 20, 2018",3.04.1,4.0.3 and up
FaceApp,Photography,4.4,346681,7.1M,"10,000,000+",Free,0,Everyone,"February 10, 2018",2.0.949,4.4 and up
Deep Sleep Battery Saver,Tools,4.1,22032,3.7M,"1,000,000+",Free,0,Everyone,"August 17, 2017",5.1,4.1 and up
BF Abstract 3d Pictures,Entertainment,4.2,72,2.5M,"10,000+",Free,0,Teen,"June 18, 2015",5.1,3.0 and up
My Vodafone (GR),Communication,3.8,12667,34M,"1,000,000+",Free,0,Everyone,"August 1, 2018",4.5.5.1-2090AL-REL,4.3 and up
EBookDroid - PDF & DJVU Reader,Productivity,4.5,75951,Varies with device,"5,000,000+",Free,0,Everyone,"July 8, 2018",Varies with device,Varies with device
CG Yojna & Jansampark,Education,4.0,54,4.1M,"5,000+",Free,0,Teen,"September 12, 2017",7.2,2.3 and up
DT Manager,Productivity,4.0,9,3.1M,500+,Free,0,Everyone,"May 21, 2015",1.7,2.3 and up
Google Photos,Photography,4.5,10847682,Varies with device,"1,000,000,000+",Free,0,Everyone,"August 1, 2018",Varies with device,Varies with device
Sniper Traning for CS GO,Action,3.2,655,14M,"50,000+",Free,0,Teen,"May 18, 2016",1.0.2,4.0 and up
Kimbrough AH,Medical,5.0,5,28M,100+,Free,0,Everyone,"September 21, 2017",300000.0.90,4.0.3 and up
CT Cervical Spine,Medical,5.0,5,17M,"1,000+",Free,0,Everyone,"January 20, 2018",2.0,4.0 and up
YouTube Gaming,Entertainment,4.2,130549,Varies with device,"5,000,000+",Free,0,Teen,"June 27, 2018",2.08.78.2,4.1 and up
Sanford Guide:Antimicrobial Rx,Medical,4.5,1388,3.3M,"100,000+",Free,0,Everyone,"July 3, 2018",2.1.11,4.1 and up
Run R Script - Online Statistical Data Analysis,Education,3.9,8,6.2M,"1,000+",Free,0,Everyone,"April 4, 2018",1.1 Build 226,2.2 and up
Counter Deck Calculator for CR,Tools,4.1,3446,19M,"500,000+",Free,0,Everyone,"February 4, 2017",1.3.0,4.1 and up
Opera Browser: Fast and Secure,Communication,4.4,2473509,Varies with device,"100,000,000+",Free,0,Everyone,"July 31, 2018",47.1.2249.129326,Varies with device
"The Team - Live Sport: football, tennis, rugby ..",Sports,4.2,112725,Varies with device,"5,000,000+",Free,0,Everyone,"July 31, 2018",Varies with device,Varies with device
Funny Quotes Free,Entertainment,4.2,23666,3.6M,"1,000,000+",Free,0,Teen,"May 4, 2018",8.1,4.0 and up
Just A Regular Arcade,Action,4.2,40847,94M,"1,000,000+",Free,0,Everyone,"January 8, 2016",3.1.0,2.3.3 and up
ESS Mobile for AE,Productivity,1.9,63,1.8M,"5,000+",Free,0,Everyone,"September 27, 2016",2.0.1027,3.0 and up
Google Translate,Tools,4.4,5745093,Varies with device,"500,000,000+",Free,0,Everyone,"August 4, 2018",Varies with device,Varies with device
Magana Jari ce Littafi Na Uku : Part 3 of 3,Education,4.8,65,55M,"5,000+",Free,0,Everyone,"November 19, 2017",1.0,4.0 and up
dB Sound Meter,Tools,4.1,29,2.3M,"5,000+",Free,0,Everyone,"April 25, 2016",1.2,4.0.3 and up
Bokeh (Background defocus),Photography,4.0,50109,Varies with device,"10,000,000+",Free,0,Everyone,"June 7, 2018",Varies with device,Varies with device
Diabetes & Diet Tracker,Medical,4.6,395,19M,"1,000+",Paid,$9.99,Everyone,"July 16, 2018",6.5.1,5.0 and up
DL Calculator,Sports,4.5,177,1.1M,"10,000+",Free,0,Everyone,"September 17, 2015",1.0,2.2 and up
"Shutterfly: Free Prints, Photo Books, Cards, Gifts",Photography,4.6,98716,59M,"5,000,000+",Free,0,Everyone,"August 1, 2018",5.13.1,5.0 and up
CM FILE MANAGER HD,Productivity,4.3,144873,Varies with device,"10,000,000+",Free,0,Everyone,"January 24, 2016",3.5.0,Varies with device
Remote CT - Smart Remote,Tools,3.5,3988,11M,"1,000,000+",Free,0,Everyone,"December 22, 2015",1.0.5,4.4 and up
ES Holo Theme for Pro,Productivity,4.2,4737,1.7M,"500,000+",Free,0,Everyone,"November 26, 2015",2.0.3,2.0 and up
Hi-Smart AC,Tools,2.2,32,9.4M,"1,000+",Free,0,Everyone,"April 3, 2018",1.1.0,4.4 and up
ChatBolo - AI Chatbot Online,Entertainment,3.3,1407,1.4M,"100,000+",Free,0,Everyone,"September 25, 2015",2.1,2.2 and up
JH Blood Pressure Monitor,Medical,3.7,9,2.9M,500+,Free,0,Everyone,"July 21, 2018",1.1,4.0.3 and up
Microsoft Outlook,Productivity,4.3,3252896,50M,"100,000,000+",Free,0,Everyone,"August 2, 2018",2.2.194,4.4 and up
CT Lottery,Entertainment,3.8,271,8.3M,"50,000+",Free,0,Teen,"June 12, 2017",1.2.0,4.0 and up
my face,Finance,3.8,1054,9.7M,"100,000+",Free,0,Everyone,"July 10, 2018",2.3.0,5.0 and up
Google Photos,Photography,4.5,10858556,Varies with device,"1,000,000,000+",Free,0,Everyone,"August 6, 2018",Varies with device,Varies with device
"Hole19: Golf GPS App, Rangefinder & Scorecard",Sports,4.4,6106,Varies with device,"100,000+",Free,0,Everyone,"August 1, 2018",Varies with device,Varies with device
Tennis Livescore Widget,Sports,4.1,361,2.2M,"50,000+",Free,0,Everyone,"October 13, 2016",1.0,2.3 and up
G-Switch 2,Action,4.4,12683,19M,"1,000,000+",Free,0,Everyone,"February 5, 2018",1.1,2.3 and up
Tuner - gStrings Free,Tools,4.5,214265,Varies with device,"10,000,000+",Free,0,Everyone,"June 4, 2018",Varies with device,Varies with device
2017 EMRA Antibiotic Guide,Medical,4.4,12,3.8M,"1,000+",Paid,$16.99,Everyone,"January 27, 2017",1.0.5,4.0.3 and up
Filmi Gaane,Entertainment,4.4,572,Varies with device,"100,000+",Free,0,Everyone,"August 17, 2017",Varies with device,Varies with device
8 Ball Pool,Sports,4.5,14198297,52M,"100,000,000+",Free,0,Everyone,"July 31, 2018",4.0.0,4.0.3 and up
Sticky Note + : Sync Notes,Productivity,4.2,21507,6.6M,"1,000,000+",Free,0,Everyone,"August 31, 2017",13.4,4.0 and up
Ba Financial Calculator plus,Finance,4.4,31,206k,"1,000+",Paid,$3.99,Everyone,"July 15, 2018",2.9.1,2.1 and up
Bg+ Call Blocker,Tools,4.3,80,1.7M,"10,000+",Free,0,Everyone,"March 20, 2018",1.2,4.0 and up
DG Users,Productivity,4.5,8,3.1M,100+,Free,0,Everyone,"June 7, 2018",1.2,4.0.3 and up
Human Anatomy Atlas 2018: Complete 3D Human Body,Medical,4.5,2921,25M,"100,000+",Paid,$24.99,Everyone,"May 25, 2018",2018.5.47,5.0 and up
Jetting for Honda CR dirt bike,Sports,4.1,7,3.4M,100+,Paid,$3.49,Everyone,"April 13, 2016",2.2,3.0 and up
"Town of Princeton, BC",Productivity,4.8,4,31M,100+,Free,0,Everyone,"June 25, 2018",3.3.8,4.0 and up
Break the Egg,Entertainment,2.6,366,6.0M,"50,000+",Free,0,Everyone,"January 5, 2018",1.0,4.0 and up
BG Future School,Education,4.9,16,10M,100+,Free,0,Everyone,"July 22, 2017",1.0,4.0.3 and up
N Files - File Manager & Explorer,Productivity,4.3,369,11M,"10,000+",Free,0,Everyone,"July 18, 2018",2.9.5,4.1 and up
Speed Test - WiFi / Cellular speed test,Tools,4.1,24226,Varies with device,"1,000,000+",Free,0,Everyone,"June 27, 2017",1.0.5,Varies with device
"Emoji keyboard - Cute Emoticons, GIF, Stickers",Tools,4.4,1107320,25M,"50,000,000+",Free,0,Everyone,"August 7, 2018",3.4.500,4.1 and up
Adobe Illustrator Draw,Photography,4.4,65766,Varies with device,"5,000,000+",Free,0,Everyone,"April 2, 2018",3.4.23,5.0 and up
Texas Hold'em EV Calculator,Tools,3.7,6,1.3M,"1,000+",Free,0,Everyone,"November 8, 2015",1.0,2.3 and up
"Mind Map AR, Augmented Reality ARCore Mind Mapping",Productivity,4.2,29,35M,"5,000+",Free,0,Everyone,"July 26, 2018",1.23,7.0 and up
CD CHOICE TUBE,Entertainment,5.0,10,5.8M,500+,Free,0,Everyone,"July 23, 2017",0.0.4,4.1 and up
Castlight Mobile,Medical,3.7,529,26M,"100,000+",Free,0,Everyone,"July 30, 2018",4.4.7,5.0 and up
Citibanamex Movil,Finance,3.6,52306,42M,"5,000,000+",Free,0,Everyone,"July 27, 2018",20.1.0,5.0 and up
Unseen - No Last Seen,Tools,4.4,103909,9.2M,"5,000,000+",Free,0,Everyone,"May 11, 2018",2.2.7,4.3 and up
Fuel Calculator for EY,Tools,4.7,32,2.7M,"1,000+",Free,0,Everyone,"June 15, 2018",1.11,2.1 and up
Complete Spanish Movies,Entertainment,4.0,11656,4.5M,"1,000,000+",Free,0,Everyone,"January 20, 2018",1.02,4.0.3 and up
Muzy - Share photos & collages,Photography,4.4,70189,13M,"5,000,000+",Free,0,Teen,"August 11, 2015",4.0.10,4.0 and up
Crunchyroll - Everything Anime,Entertainment,3.7,310066,Varies with device,"10,000,000+",Free,0,Teen,"March 5, 2018",Varies with device,Varies with device
The Maner,Productivity,4.2,53015,2.2M,"5,000,000+",Free,0,Everyone,"November 12, 2017",2.2.2,2.3 and up
Graphing Calculator,Tools,3.9,12388,5.3M,"1,000,000+",Free,0,Everyone,"April 1, 2016",1.17,2.3 and up
Birmingham City FC,Sports,4.5,191,28M,"10,000+",Free,0,Everyone,"August 1, 2018",2018.8.1,4.4 and up
CareZone,Medical,4.4,27524,Varies with device,"1,000,000+",Free,0,Everyone,"July 30, 2018",Varies with device,Varies with device
"Ginger Keyboard - Emoji, GIFs, Themes & Games",Productivity,4.4,162831,43M,"5,000,000+",Free,0,Everyone,"August 1, 2018",8.1.01,4.1 and up
Flash Light on Call & SMS,Tools,4.1,25438,3.2M,"1,000,000+",Free,0,Everyone,"April 24, 2018",1.2.3,4.0.3 and up
CBS Sports Fantasy,Sports,4.0,43611,27M,"1,000,000+",Free,0,Everyone,"June 27, 2018",3.17.0+3,5.0 and up
Adobe Fill & Sign: Easy PDF Form Filler,Productivity,4.3,11402,5.3M,"1,000,000+",Free,0,Everyone,"November 7, 2017",1.3.0,5.0 and up
CATS: Crash Arena Turbo Stars,Action,4.7,1559650,Varies with device,"50,000,000+",Free,0,Everyone,"July 9, 2018",2.11.1,4.1 and up
CL REPL,Tools,5.0,47,17M,"1,000+",Free,0,Everyone,"April 10, 2018",1.0.19,4.1 and up
IMDb Movies & TV,Entertainment,4.2,501498,12M,"100,000,000+",Free,0,Teen,"July 26, 2018",Varies with device,Varies with device
8 Ball Pool,Sports,4.5,14184910,52M,"100,000,000+",Free,0,Everyone,"July 31, 2018",4.0.0,4.0.3 and up
Journal Club: Medicine,Medical,4.8,216,Varies with device,"10,000+",Paid,$6.99,Everyone,"June 17, 2017",Varies with device,Varies with device
Q Mobile Banking,Finance,4.7,460,12M,"10,000+",Free,0,Everyone,"June 26, 2018",5.9.1.0,5.0 and up
diep.io,Action,4.1,347883,20M,"10,000,000+",Free,0,Everyone,"March 16, 2018",1.2.7,4.0.3 and up
DS Creator 2.0,Tools,1.0,2,4.4M,500+,Free,0,Everyone,"March 23, 2018",2.0.180226.1,4.0 and up
"Phogy, 3D Camera",Photography,4.0,35725,9.9M,"1,000,000+",Free,0,Everyone,"February 11, 2015",1.40,4.0 and up
EZ Screenshot,Tools,4.4,55,1.4M,"5,000+",Free,0,Everyone,"September 12, 2017",1.1.4,5.0 and up
To Do Reminder with Alarm,Productivity,4.4,72161,4.9M,"1,000,000+",Free,0,Everyone,"March 21, 2018",2.68.14,4.0 and up
Google Now Launcher,Tools,4.2,857215,7.9M,"100,000,000+",Free,0,Everyone,"December 7, 2017",1.4.large,4.1 - 7.1.1
Banco Sabadell App. Your mobile bank,Finance,3.9,25205,Varies with device,"1,000,000+",Free,0,Everyone,"July 27, 2018",Varies with device,Varies with device
Ebenezer AH,Medical,4.0,4,27M,500+,Free,0,Everyone,"May 5, 2017",300000.0.79,4.0.3 and up
Sonic the Hedgehog™ Classic,Action,4.4,125652,56M,"10,000,000+",Free,0,Everyone,"June 18, 2018",3.3.0,4.2 and up
